#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,発動タイミング,維持ターン,条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,属性デッキコンボ,機能,,,,,,,,
#,（P9/E12文字）,（14文字）,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,優先度,機能ID,
33801206,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,33801206,
33801207,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801207,
33801208,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801208,
33801209,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801209,
33801210,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801210,
33801211,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801211,
33801212,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801212,
33801213,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801213,
33801214,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801214,
33801215,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801215,
33801216,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801216,
33801217,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801217,
33801218,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,33801218,
33801219,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,33801219,
33801220,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,33801220,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33801301,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801301,
33801302,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801302,
33801303,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,33801303,
33801304,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801304,
33801305,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801305,
33801306,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,33801306,
33801307,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801307,
33801308,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801308,
33801309,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801309,
33801310,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801310,
33801311,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801311,
33801312,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801312,
33801313,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801313,
33801314,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801314,
33801315,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801315,
33801316,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801316,
33801317,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801317,
33801318,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,33801318,
33801319,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,33801319,
33801320,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,33801320,
#超ド級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33801401,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801401,
33801402,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801402,
33801403,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,33801403,
33801404,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801404,
33801405,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801405,
33801406,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,33801406,
33801407,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801407,
33801408,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801408,
33801409,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801409,
33801410,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801410,
33801411,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801411,
33801411,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,TARGET_BUFF,COVERING,,,,,1,33801461,
33801412,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801412,
33801412,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,TARGET_BUFF,COVERING,,,,,1,33801462,
33801413,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801413,
33801413,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,TARGET_BUFF,COVERING,,,,,1,33801463,
33801414,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801414,
33801414,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,TARGET_BUFF,COVERING,,,,,1,33801464,
33801415,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801415,
33801416,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801416,
33801417,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801417,
33801418,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,33801418,
33801419,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,33801419,
33801420,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,33801420,
#地獄級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33801501,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801501,
33801502,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801502,
33801503,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,33801503,
33801504,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801504,
33801505,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801505,
33801506,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,33801506,
33801507,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801507,
33801508,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801508,
33801509,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801509,
33801510,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33801510,
33801511,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801511,
33801511,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,TARGET_BUFF,COVERING,,,,,1,33801561,
33801512,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801512,
33801512,,,,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,TARGET_BUFF,COVERING,,,,,1,33801562,
33801513,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801513,
33801513,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,TARGET_BUFF,COVERING,,,,,1,33801563,
33801514,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801514,
33801514,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,TARGET_BUFF,COVERING,,,,,1,33801564,
33801515,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801515,
33801516,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801516,
33801517,,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33801517,
33801518,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,33801518,
33801519,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,33801519,
33801520,,,,,,,,,SUPPORT,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,33801520,
#強襲型アイスキメラ（リバイバル シシマイver）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#武者ドラゴン（ウィンドドラゴン）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#中級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33901101,,,,,,,,,SPECIAL,WIND,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901101,
33901102,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901102,
33901103,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901103,
33901104,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901104,
33901105,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901105,
33901106,【弱体成功】,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901106,
33901107,【弱体失败】,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901107,
33901108,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901108,
33901109,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901109,
33901110,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901110,
33901111,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901111,
33901112,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901112,
33901113,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901113,
33901114,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901114,
33901115,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901115,
33901116,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901116,
33901117,,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901117,
33901118,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901118,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33901201,,,,,,,,,SPECIAL,WIND,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901201,
33901202,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901202,
33901203,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901203,
33901204,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901204,
33901205,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901205,
33901206,【弱体成功】,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901206,
33901207,【弱体失败】,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901207,
33901208,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901208,
33901209,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901209,
33901210,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901210,
33901211,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901211,
33901212,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901212,
33901213,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901213,
33901214,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901214,
33901215,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901215,
33901216,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901216,
33901217,,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901217,
33901218,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901218,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33901301,,,,,,,,,SPECIAL,WIND,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901301,
33901302,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901302,
33901303,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901303,
33901304,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901304,
33901305,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901305,
33901306,【弱体大成功】,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901306,
33901307,【弱体成功】,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901307,
33901308,【弱体失败】,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901308,
33901309,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901309,
33901310,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901310,
33901311,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901311,
33901312,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901312,
33901313,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901313,
33901314,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901314,
33901315,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901315,
33901316,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901316,
33901317,,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901317,
33901318,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901318,
#超ド級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33901401,,,,,,,,,SPECIAL,WIND,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901401,
33901402,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901402,
33901403,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901403,
33901404,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901404,
33901405,,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901405,
33901406,【弱体大成功】,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901406,
33901407,【弱体成功】,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901407,
33901408,【弱体失败】,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901408,
33901409,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901409,
33901410,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901410,
33901411,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901411,
33901412,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901412,
33901413,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901413,
33901414,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901414,
33901415,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901415,
33901416,,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,33901416,
33901417,,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901417,
33901418,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,33901418,
#ヤキイモイーター（リバイバル、ガワは赤いチアリーイーター）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#第十使徒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#中級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34001101,,,,,,,,,DEFENSE,DARK,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,34001101,
34001102,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001102,
34001103,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001103,
34001104,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,34001104,
34001105,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001105,
34001106,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001106,
34001107,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001107,
34001108,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001108,
34001109,,,,,,,,,SPECIAL,DARK,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,34001109,
34001110,,,,,,,,,DEFENSE,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,34001110,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34001201,,,,,,,,,DEFENSE,DARK,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,34001201,
34001202,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001202,
34001203,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001203,
34001204,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,34001204,
34001205,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001205,
34001206,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001206,
34001207,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001207,
34001208,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001208,
34001209,,,,,,,,,SPECIAL,DARK,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,34001209,
34001210,,,,,,,,,DEFENSE,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,34001210,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34001301,,,,,,,,,DEFENSE,DARK,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,34001301,
34001302,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001302,
34001303,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001303,
34001304,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,34001304,
34001305,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001305,
34001306,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001306,
34001307,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001307,
34001308,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,34001308,
